paper_japan_member_id,paper_taxon_concept,concept_key,endpoint_id,module,analysis_tier,n_observations,value_median,value_mean,value_sd,value_q25,value_q75,n_analysis_cells
JPN_37,Cirsium kamtschaticum Ledeb. ex DC.,Cirsium kamtschaticum,corolla_hue_cos,colour,primary,91,0.7166683069873002,0.6047607945049959,0.3592063475744145,0.3892377572853713,0.8944096760882974,
JPN_37,Cirsium kamtschaticum Ledeb. ex DC.,Cirsium kamtschaticum,corolla_hue_sin,colour,primary,91,0.2095150269166796,0.1235479915310389,0.6702755692389242,-0.46586915943462254,0.7641489006687583,
JPN_37,Cirsium kamtschaticum Ledeb. ex DC.,Cirsium kamtschaticum,corolla_lab_chroma,colour,primary,92,17.185614347457886,21.012554990208667,12.916315964603887,13.801337361335754,23.3105697631836,
JPN_37,Cirsium kamtschaticum Ledeb. ex DC.,Cirsium kamtschaticum,corolla_lab_lightness,colour,primary,92,65.0,65.06820108579552,10.180265687896682,58.970587730407715,72.2548999786377,
JPN_37,Cirsium kamtschaticum Ledeb. ex DC.,Cirsium kamtschaticum,involucre_apical_taper_ratio,involucre_architecture,candidate,6,1.0214176289177916,0.9641286415319571,0.2975200246126946,0.7601264292594752,1.2021661215497728,
JPN_37,Cirsium kamtschaticum Ledeb. ex DC.,Cirsium kamtschaticum,involucre_basal_taper_ratio,involucre_architecture,candidate,6,0.8065128408043996,0.7854677345394802,0.13284616207627453,0.7749012649112262,0.8419906010252107,
JPN_37,Cirsium kamtschaticum Ledeb. ex DC.,Cirsium kamtschaticum,involucre_length_width_ratio,involucre_architecture,candidate,6,0.8697623337375462,1.0867004331465175,0.5393866974280782,0.8359689342406617,1.0610994372221112,
JPN_37,Cirsium kamtschaticum Ledeb. ex DC.,Cirsium kamtschaticum,orientation_image_vertical_angle,orientation,primary,81,85.27120173927254,85.66856254016717,47.72947248210826,50.79376097222928,124.57863277065942,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,bract_projection_asymmetry,involucre_architecture,candidate,5,0.0083893557058914,0.0122680346835343,0.013544768111071163,0.0030910261192542,0.0130173504383507,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,bract_projection_maximum,armature,candidate,5,0.3824767061935281,0.3745308328487604,0.1874846353303472,0.3673617801262892,0.3959504183633757,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,bract_projection_p95,involucre_architecture,candidate,5,0.2685743363332721,0.24215117962797583,0.14213294785297223,0.1252111843817738,0.327781255432487,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,bract_projection_peak_density,armature,candidate,5,0.0652173913043478,0.07390900849325419,0.01943009389403507,0.0602409638554216,0.08,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,bract_projection_roughness,involucre_architecture,candidate,5,0.1282920980124494,0.13293566226625064,0.0646926731983458,0.1067114300840953,0.1871903835893993,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,bract_spread_fraction,involucre_architecture,candidate,5,0.2941176470588235,0.30892460189391296,0.09725641962330615,0.28,0.391304347826087,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,capitulum_outline_aspect_ratio,shape,primary,41,1.0339129600094512,1.0514932282489964,0.1573855245064182,0.9415384615384615,1.132183908045977,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,capitulum_outline_circularity,shape,primary,41,0.323552255767635,0.3179950917326004,0.08875163298720982,0.2451013665587273,0.3851351416129346,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,capitulum_outline_solidity,shape,primary,41,0.7710659684983072,0.7788982150314667,0.060683872349364426,0.7283218330045672,0.8352861515060359,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,capitulum_width_profile_cv,shape,primary,41,0.3846301825539998,0.37914522388142574,0.07085357092245544,0.3423198415859968,0.415326107686937,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,corolla_hue_cos,colour,primary,42,0.7372925191310056,0.5931474194446781,0.44726811010577744,0.4322603280894928,0.9164502673279076,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,corolla_hue_sin,colour,primary,42,-0.01088060586006485,0.07994725063804578,0.6382401863377146,-0.3729769132065034,0.7431078042981707,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,corolla_lab_chroma,colour,primary,42,19.511641025543213,22.36353635787964,9.53466239745522,17.128430604934692,27.972804546356198,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,corolla_lab_lightness,colour,primary,42,61.86274528503418,61.79271688915434,11.770568505756527,53.82352828979492,70.7843132019043,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,involucre_apical_taper_ratio,involucre_architecture,candidate,5,0.8241871377647089,1.4889283288624455,0.9681547347029841,0.8005588103521332,2.141377501482534,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,involucre_basal_taper_ratio,involucre_architecture,candidate,5,0.9932677742585954,1.0946755420939005,0.42763454946878443,0.917541983254892,1.4099990413525374,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,involucre_length_width_ratio,involucre_architecture,candidate,5,1.007387342610237,0.9957239734299954,0.0904194408971606,0.9166787973380042,1.05165282657864,
JPN_38,Cirsium pendulum Fisch. ex. DC.,Cirsium pendulum,orientation_image_vertical_angle,orientation,primary,37,95.13336280989736,101.61001257033232,44.77918334244023,77.43222268624912,144.59554806150632,
